seed,profundidade,pontuacao,passos,bateria_final,recargas,tempo_execucao
9290,3,106,94,35,2,10.393084287643433
9290,4,110,90,31,1,13.468541860580444
9291,1,-78,182,31,2,18.501140832901
9291,2,8,192,5,3,19.61972212791443
9291,3,102,98,5,1,10.780439615249634
9291,4,88,112,5,1,17.96999168395996
9292,1,-60,228,10,4,23.150808095932007
9292,2,-36,236,0,4,24.058895349502563
9292,3,-18,218,0,4,23.579797744750977
9292,4,58,142,10,2,21.50447154045105
9293,1,60,140,26,4,14.2475745677948
9293,2,64,136,10,3,13.987731456756592
9293,3,66,134,26,2,14.750909328460693
9293,4,58,142,26,3,21.857441425323486
9294,1,7,109,42,1,11.11859679222107
9294,2,11,121,26,1,12.420036315917969
9294,3,20,144,31,2,15.62891149520874
9294,4,61,139,42,2,21.101701974868774
9295,1,100,100,12,3,10.217758178710938
9295,2,60,92,-12,2,9.519509077072144
9295,3,75,109,45,3,12.30746579170227
9295,4,95,105,45,4,17.1731059551239
9296,1,63,137,14,2,13.932144403457642
9296,2,53,147,14,3,15.071406841278076
9296,3,81,119,38,2,13.01905345916748
9296,4,105,95,26,1,15.221503496170044
9297,1,-44,140,16,1,14.229158639907837
9297,2,46,122,-8,1,12.559982299804688
9297,3,56,144,12,3,15.852010250091553
9297,4,104,96,6,1,16.78804087638855
9298,1,47,141,-3,3,14.367516994476318
9298,2,99,101,5,2,10.42408299446106
9298,3,57,143,11,4,15.647932291030884
9298,4,82,118,12,3,19.620562314987183
9299,1,50,150,20,3,15.240479946136475
9299,2,72,128,8,2,13.142003536224365
9299,3,45,155,47,4,17.018921852111816
9299,4,78,122,26,2,18.97896909713745
9300,1,-2,154,32,2,15.671046495437622
9300,2,20,172,-2,2,17.618481636047363
9300,3,86,114,0,1,12.882107496261597
9300,4,88,112,0,1,19.326406717300415
9301,1,-27,119,38,1,12.11626386642456
9301,2,79,113,-2,1,11.651426076889038
9301,3,79,113,-2,1,12.497141361236572
9301,4,69,107,-6,1,17.81897258758545
9302,1,120,80,13,2,8.2078697681427
9302,2,90,110,19,3,11.301990747451782
9302,3,82,118,19,3,12.73044753074646
9302,4,106,94,19,1,13.79911184310913
9303,1,-45,105,-35,0,10.708609104156494
9303,2,87,113,4,1,11.65212345123291
9303,3,69,131,4,2,14.58761739730835
9303,4,93,107,2,1,18.430849313735962
9304,1,48,152,13,2,15.460248470306396
9304,2,104,96,13,1,9.897826433181763
9304,3,132,68,2,0,7.827825546264648
9304,4,130,70,0,0,12.916164875030518
9305,1,-70,110,-40,0,11.218815326690674
9305,2,75,125,2,2,12.842325925827026
9305,3,74,126,35,2,13.566047430038452
9305,4,86,106,33,2,17.617807865142822
9306,1,6,106,46,1,10.817915201187134
9306,2,89,103,29,1,10.609100341796875
9306,3,103,97,19,1,10.822160482406616
9306,4,111,89,29,1,13.870880842208862
9307,1,-131,143,34,1,14.540194749832153
9307,2,-7,171,8,2,17.491098165512085
9307,3,53,147,34,2,16.26847505569458
9307,4,33,167,34,3,27.04770827293396
9308,1,35,89,-19,0,9.091131925582886
9308,2,95,77,-7,0,7.9817376136779785
9308,3,66,134,0,2,14.74311351776123
9308,4,102,98,32,2,16.918153047561646
9309,1,116,84,13,1,8.597476720809937
9309,2,15,109,40,1,11.200934648513794
9309,3,35,89,-19,0,9.954397439956665
9309,4,66,134,29,2,21.09086847305298
9310,1,-20,112,-27,1,11.43018102645874
9310,2,10,94,-24,0,9.70876932144165
9310,3,88,112,3,1,12.487000465393066
9310,4,88,112,3,1,19.72126817703247
9311,1,-56,136,46,3,13.829900741577148
9311,2,64,136,8,2,13.96104884147644
9311,3,62,138,34,4,15.358845233917236
9311,4,66,134,46,3,20.38198971748352
9312,1,21,179,41,4,18.189091444015503
9312,2,-45,153,-3,1,15.679038047790527
9312,3,9,191,1,5,20.949810028076172
9312,4,33,135,9,2,20.853482484817505
9313,1,87,113,37,3,11.511031150817871
9313,2,94,106,24,2,10.890088558197021
9313,3,116,84,32,1,9.25912594795227
9313,4,116,84,32,1,13.159279584884644
9314,1,-130,122,-52,0,12.422869205474854
9314,2,89,111,15,1,11.400590181350708
9314,3,73,127,13,2,13.868987560272217
9314,4,98,102,6,1,16.23773980140686
9315,1,-72,140,23,1,14.250568866729736
9315,2,-12,144,3,1,14.77895736694336
9315,3,82,114,-1,1,12.822105407714844
9315,4,47,149,42,2,23.661569595336914
9316,1,43,101,-14,1,10.309783458709717
9316,2,106,94,17,1,9.708415269851685
9316,3,106,94,17,1,10.714875936508179
9316,4,80,120,19,2,19.11192774772644
9317,1,55,85,-15,0,8.689677238464355
9317,2,67,133,34,2,13.639640808105469
9317,3,109,91,34,1,10.17100477218628
9317,4,97,103,34,2,16.98965072631836
9318,1,-45,169,40,2,17.181071043014526
9318,2,13,187,14,3,19.127633571624756
9318,3,81,115,16,1,12.850167512893677
9318,4,27,133,26,2,23.452143669128418
9319,1,-6,110,44,1,11.223085641860962
9319,2,9,111,39,1,11.425147533416748
9319,3,84,116,8,1,12.748874187469482
9319,4,83,117,9,1,18.28249716758728
9320,1,-75,111,-41,0,11.372104167938232
9320,2,-7,163,4,2,16.720701217651367
9320,3,63,133,38,2,14.899280071258545
9320,4,65,135,38,3,24.339245080947876
9321,1,53,147,27,3,14.940975427627563
9321,2,91,109,31,2,11.239514827728271
9321,3,87,113,31,2,12.648550987243652
9321,4,95,105,31,2,17.584229469299316
9322,1,78,114,18,1,11.627200365066528
9322,2,78,122,18,2,12.560987710952759
9322,3,60,140,6,3,15.309817552566528
9322,4,82,118,18,2,18.969791650772095
9323,1,-6,186,11,3,18.87816047668457
9323,2,30,170,21,4,17.4300594329834
9323,3,44,156,7,2,16.991241931915283
9323,4,50,150,1,3,25.52941656112671
9324,1,3,125,23,1,12.7315673828125
9324,2,87,113,11,1,11.620979070663452
9324,3,93,107,1,1,11.737322092056274
9324,4,99,101,19,1,15.87319540977478
9325,1,-85,113,-43,0,11.547827959060669
9325,2,31,169,10,3,17.287727117538452
9325,3,23,177,10,4,18.977044582366943
9325,4,53,147,10,4,22.685970306396484
9326,1,90,110,33,2,11.207647323608398
9326,2,85,115,4,1,11.76957082748413
9326,3,88,112,13,1,11.999342441558838
9326,4,98,102,5,1,13.822851657867432
9327,1,70,82,-12,0,8.389404058456421
9327,2,80,80,-10,0,8.258155345916748
9327,3,112,88,39,1,9.680233240127563
9327,4,98,102,39,3,16.602354049682617
9328,1,31,169,1,3,17.1708505153656
9328,2,21,179,1,4,18.281326055526733
9328,3,103,97,31,3,10.829602241516113
9328,4,109,91,29,2,15.799716234207153
9329,1,40,88,-18,0,8.998436212539673
9329,2,88,112,21,2,11.53738021850586
9329,3,128,72,23,1,8.391547441482544
9329,4,130,70,21,1,13.852453708648682
9330,1,-29,121,36,1,12.33110237121582
9330,2,114,86,1,1,8.900918006896973
9330,3,-8,116,37,1,12.526676177978516
9330,4,114,86,1,1,15.082562923431396
9331,1,98,102,5,1,10.42124342918396
9331,2,-12,116,39,2,11.92808985710144
9331,3,24,108,39,1,11.783604621887207
9331,4,100,100,11,2,18.18354368209839
9332,1,105,91,-1,1,9.30166244506836
9332,2,105,95,3,1,9.778855800628662
9332,3,120,80,46,2,9.418546199798584
9332,4,124,76,46,1,13.788235902786255
9333,1,-210,166,-61,2,16.87972331047058
9333,2,-116,232,-5,3,23.76036047935486
9333,3,18,182,23,3,19.979715824127197
9333,4,30,134,-9,2,25.101298332214355
9334,1,-20,148,-10,1,15.068326234817505
9334,2,42,118,22,1,12.145880699157715
9334,3,82,118,12,1,13.131953954696655
9334,4,86,114,34,2,20.404122352600098
9335,1,0,120,30,1,12.233313083648682
9335,2,77,123,7,2,12.701900959014893
9335,3,85,115,13,1,12.981143951416016
9335,4,79,121,33,2,22.478643894195557
9336,1,107,93,25,1,9.521973133087158
9336,2,50,102,40,1,10.541213989257812
9336,3,125,71,-1,0,8.451095819473267
9336,4,87,113,1,1,20.49697518348694
9337,1,-37,181,15,2,18.399429082870483
9337,2,-35,171,15,2,17.468900203704834
9337,3,27,165,31,3,18.058205127716064
9337,4,83,117,31,2,19.389668703079224
9338,1,-91,111,-45,1,11.331412553787231
9338,2,87,113,17,1,11.61648154258728
9338,3,95,105,7,1,11.71009349822998
9338,4,113,87,25,1,15.551427125930786
9339,1,60,100,-10,2,10.207939863204956
9339,2,80,112,20,1,11.509535789489746
9339,3,76,124,12,2,13.557694673538208
9339,4,120,80,36,1,14.571215391159058
9340,1,65,111,-6,2,11.320980310440063
9340,2,71,97,54,2,9.967392683029175
9340,3,81,119,22,2,12.889634609222412
9340,4,97,103,34,2,15.368976831436157
9341,1,59,141,8,2,14.362421989440918
9341,2,57,143,40,3,14.662700176239014
9341,3,69,131,8,4,14.427404642105103
9341,4,87,113,20,2,17.739562034606934
9342,1,84,116,8,3,11.830506801605225
9342,2,88,112,8,1,11.498866319656372
9342,3,98,102,46,3,11.557805061340332
9342,4,87,113,25,2,17.05881667137146
9343,1,-82,146,-34,2,14.863127708435059
9343,2,94,106,4,1,10.911047458648682
9343,3,92,108,4,2,12.029023170471191
9343,4,132,68,2,0,12.300370693206787
9344,1,44,112,29,1,11.431210041046143
9344,2,32,168,1,2,17.21876096725464
9344,3,72,128,29,2,14.441200017929077
9344,4,106,94,5,1,19.257697820663452
9345,1,35,117,35,2,11.920546531677246
9345,2,-13,213,35,4,21.740341424942017
9345,3,61,139,35,3,15.35788106918335
9345,4,49,143,35,2,22.84102153778076
9346,1,66,134,22,3,13.638208866119385
9346,2,70,130,44,2,13.367407321929932
9346,3,100,100,4,1,11.188971519470215
9346,4,100,100,4,1,16.58992600440979
9347,1,1,119,-20,1,12.130159378051758
9347,2,7,193,8,3,19.73724389076233
9347,3,69,131,8,2,14.686970710754395
9347,4,95,105,4,2,17.92201066017151
9348,1,-150,198,39,3,20.102580547332764
9348,2,-146,206,19,2,21.091083765029907
9348,3,-32,208,25,4,23.29790735244751
9348,4,-8,208,37,4,34.839627504348755
9349,1,60,128,-3,2,13.029386758804321
9349,2,-8,108,47,1,11.115587949752808
9349,3,50,150,11,3,16.443790197372437
9349,4,96,104,17,1,16.23335552215576
9350,1,-158,138,-55,1,14.040724992752075
9350,2,80,108,25,1,11.131082773208618
9350,3,74,126,9,2,13.921034574508667
9350,4,80,120,9,2,19.857775926589966
9351,1,-40,104,-34,0,10.602184534072876
9351,2,-24,224,5,3,22.932536125183105
9351,3,2,198,35,4,22.16172432899475
9351,4,12,188,35,3,32.12822389602661
9352,1,79,121,3,1,12.329277276992798
9352,2,79,121,3,1,12.41235637664795
9352,3,45,151,-1,2,16.52849245071411
9352,4,65,135,37,2,20.738848209381104
9353,1,103,97,18,3,9.897792100906372
9353,2,123,77,20,1,7.957989692687988
9353,3,123,77,20,1,8.546751499176025
9353,4,123,77,20,1,12.656797885894775
9354,1,6,122,26,1,12.430101156234741
9354,2,22,178,2,2,18.251267910003662
9354,3,48,120,18,1,13.42186164855957
9354,4,46,154,22,2,25.130956888198853
9355,1,75,125,33,4,12.730230331420898
9355,2,81,119,43,4,12.221065998077393
9355,3,83,117,9,2,13.12425971031189
9355,4,100,100,16,1,15.949235200881958
9356,1,-35,151,-21,2,15.362346172332764
9356,2,17,159,9,3,16.309252738952637
9356,3,61,139,9,2,15.37883996963501
9356,4,57,143,9,3,24.43119740486145
9357,1,-168,132,-59,1,13.43930459022522
9357,2,72,124,-1,1,12.74756145477295
9357,3,60,140,21,4,15.418331623077393
9357,4,94,106,7,1,17.601041316986084
9358,1,74,126,39,2,12.84057092666626
9358,2,64,136,13,2,14.081316947937012
9358,3,60,140,39,3,16.12081551551819
9358,4,104,92,39,1,20.1477370262146
9359,1,74,126,8,2,12.838938474655151
9359,2,39,161,7,2,16.478634357452393
9359,3,67,133,5,2,14.430094480514526
9359,4,78,122,4,1,17.840704917907715
9360,1,113,87,3,2,8.900819301605225
9360,2,38,138,14,2,14.120290517807007
9360,3,81,103,31,1,11.12103819847107
9360,4,107,93,33,1,15.381956338882446
9361,1,-233,213,32,2,21.611451148986816
9361,2,15,185,6,3,18.93893337249756
9361,3,9,191,36,4,21.058154582977295
9361,4,35,165,12,3,26.538641452789307
9362,1,-74,134,-35,1,13.637970924377441
9362,2,24,176,13,4,18.00839376449585
9362,3,64,136,19,2,14.733476877212524
9362,4,80,120,9,2,19.958806037902832
9363,1,45,87,-17,0,8.902057886123657
9363,2,-45,105,-35,0,10.830878496170044
9363,3,39,129,32,2,14.31853175163269
9363,4,67,129,2,1,21.039876461029053
9364,1,91,109,23,3,11.1080482006073
9364,2,93,107,23,2,10.992135286331177
9364,3,101,99,21,1,10.869882822036743
9364,4,93,107,23,2,16.58819055557251
9365,1,65,135,17,2,13.738753080368042
9365,2,-25,149,-1,1,15.310086250305176
9365,3,39,161,23,4,18.061105251312256
9365,4,57,143,23,2,24.16669487953186
9366,1,146,54,14,1,5.553653955459595
9366,2,138,62,8,0,6.43007230758667
9366,3,144,56,14,0,6.348492860794067
9366,4,150,50,20,0,9.409044981002808
9367,1,39,161,7,3,16.369131803512573
9367,2,41,151,35,2,15.432248830795288
9367,3,69,119,-3,2,13.030030012130737
9367,4,91,97,-3,1,15.981754302978516
9368,1,5,147,17,2,14.96200442314148
9368,2,25,135,5,1,13.849242210388184
9368,3,79,121,17,2,13.339443445205688
9368,4,79,121,17,2,19.668941259384155
9369,1,-11,115,39,1,11.722336292266846
9369,2,77,119,-1,1,12.22061014175415
9369,3,111,89,17,1,10.118805885314941
9369,4,105,95,35,1,16.47102403640747
9370,1,90,110,7,1,11.219433546066284
9370,2,40,88,-18,0,9.17316198348999
9370,3,40,136,-3,1,15.617876052856445
9370,4,104,96,1,1,22.169853448867798
9371,1,92,96,-3,1,9.810116052627563
9371,2,96,104,25,1,10.689632415771484
9371,3,92,96,-3,1,10.669562101364136
9371,4,102,98,25,1,16.77994704246521
9372,1,115,85,32,2,8.701273441314697
9372,2,137,63,48,1,6.572339296340942
9372,3,109,91,28,1,10.388671875
9372,4,109,91,2,2,19.267523050308228
9373,1,70,82,-12,0,8.375353813171387
9373,2,80,120,8,1,12.329478740692139
9373,3,82,118,6,1,12.841341018676758
9373,4,112,88,4,1,14.573369026184082
9374,1,122,78,22,1,7.989080905914307
9374,2,110,74,-4,0,7.671217918395996
9374,3,35,101,45,1,11.402101755142212
9374,4,102,98,26,1,17.549593687057495
9375,1,70,82,-12,0,8.391046285629272
9375,2,101,99,6,1,10.206499338150024
9375,3,114,86,37,1,9.538699865341187
9375,4,112,88,37,1,13.921438455581665
9376,1,25,175,33,4,17.76937747001648
9376,2,39,161,5,3,16.52277374267578
9376,3,49,151,5,2,16.660489320755005
9376,4,91,109,9,1,19.487919569015503
9377,1,110,90,27,2,9.211440563201904
9377,2,80,80,-10,0,8.267515182495117
9377,3,89,87,52,2,9.72308874130249
9377,4,104,96,33,1,15.229481935501099
9378,1,9,167,33,3,16.96760320663452
9378,2,79,121,19,2,12.42109727859497
9378,3,77,123,19,3,13.568152666091919
9378,4,91,109,19,2,17.500889778137207
9379,1,62,138,10,3,14.063328981399536
9379,2,68,132,12,3,13.56309175491333
9379,3,64,136,12,3,15.071739435195923
9379,4,68,132,20,3,19.61976909637451
9380,1,25,143,37,3,14.554999589920044
9380,2,85,115,35,3,11.830360651016235
9380,3,65,135,1,4,14.787868738174438
9380,4,83,117,1,3,18.26806330680847
9381,1,93,107,8,2,10.918490886688232
9381,2,31,133,6,1,13.700645446777344
9381,3,105,95,10,1,10.976829767227173
9381,4,59,141,0,2,23.237579822540283
9382,1,35,89,-19,0,9.099905729293823
9382,2,3,197,34,4,20.119978666305542
9382,3,101,99,22,1,11.068109273910522
9382,4,76,124,17,2,21.19744873046875
9383,1,-49,153,33,2,15.560042142868042
9383,2,83,117,33,2,12.059523820877075
9383,3,81,119,3,1,13.368057012557983
9383,4,73,127,33,2,21.668479442596436
9384,1,121,79,8,1,8.092151641845703
9384,2,59,101,-10,2,10.421514511108398
9384,3,121,79,8,1,9.05396294593811
9384,4,91,109,34,3,17.89240837097168
9385,1,14,186,3,4,18.9023859500885
9385,2,-8,168,37,3,17.17128610610962
9385,3,40,160,1,3,17.486705780029297
9385,4,54,146,21,3,22.159836292266846
9386,1,32,168,10,3,17.091060876846313
9386,2,30,170,8,3,17.480531930923462
9386,3,40,160,22,3,18.077490091323853
9386,4,72,128,8,2,23.958068132400513
9387,1,23,177,0,3,17.97832679748535
9387,2,71,125,6,1,12.869954586029053
9387,3,115,85,20,1,10.126444339752197
9387,4,115,85,20,1,17.260167360305786
9388,1,10,114,35,1,11.653706312179565
9388,2,69,131,28,2,13.45243787765503
9388,3,91,109,2,1,11.980639696121216
9388,4,90,110,13,1,17.171078205108643
9389,1,-53,157,40,3,15.965731620788574
9389,2,28,172,19,4,17.609832525253296
9389,3,56,144,15,2,15.650960445404053
9389,4,91,109,6,2,17.98976469039917
9390,1,34,122,19,1,12.427460193634033
9390,2,54,146,11,2,15.030941247940063
9390,3,56,144,11,2,15.970784187316895
9390,4,69,131,8,2,24.59906244277954
9391,1,114,86,3,1,8.804013729095459
9391,2,64,100,39,1,10.269086599349976
9391,3,124,76,13,1,8.406905889511108
9391,4,118,82,17,2,12.76701021194458
9392,1,40,88,-18,0,9.000433921813965
9392,2,121,79,31,2,8.187875747680664
9392,3,119,81,37,1,8.937068223953247
9392,4,134,66,24,1,12.150573968887329
9393,1,73,115,-3,3,11.719984531402588
9393,2,92,108,26,3,11.174233436584473
9393,3,92,108,26,3,12.363793134689331
9393,4,106,94,24,1,16.329758405685425
9394,1,35,133,3,2,13.52767539024353
9394,2,-57,153,3,1,15.670336961746216
9394,3,55,145,45,4,16.129929542541504
9394,4,71,129,1,1,21.15841293334961
9395,1,-20,100,-30,0,10.21799635887146
9395,2,77,123,6,1,12.66910433769226
9395,3,70,126,5,1,13.951424837112427
9395,4,94,106,3,1,18.02861261367798
9396,1,85,79,-9,0,8.10420036315918
9396,2,138,62,8,0,6.46245265007019
9396,3,138,62,8,0,7.1870293617248535
9396,4,138,62,8,0,10.838517665863037
9397,1,-84,132,32,2,13.457903861999512
9397,2,71,129,23,2,13.290444374084473
9397,3,55,145,23,3,16.189160346984863
9397,4,81,119,1,1,20.344202518463135
9398,1,-143,199,44,3,20.20189642906189
9398,2,-38,230,39,4,23.468973875045776
9398,3,-23,223,18,5,24.160041332244873
9398,4,86,114,9,1,20.34938073158264
9399,1,80,120,9,1,12.237743854522705
9399,2,98,102,23,1,10.539288997650146
9399,3,94,106,15,1,11.901134014129639
9399,4,134,66,4,0,14.21805214881897
9400,1,91,109,5,1,11.121261835098267
9400,2,43,137,-5,2,14.08985948562622
9400,3,95,77,-7,0,8.840901851654053
9400,4,89,111,3,1,18.03134036064148
9401,1,55,121,15,1,12.32961130142212
9401,2,91,109,15,1,11.18915867805481
9401,3,91,109,15,1,11.947637796401978
9401,4,91,109,15,1,16.950438499450684
9402,1,71,129,25,2,13.138257265090942
9402,2,105,95,3,1,9.807352542877197
9402,3,67,105,-7,1,11.730001449584961
9402,4,95,105,11,1,18.14064383506775
9403,1,-65,109,-39,0,11.136175870895386
9403,2,93,107,11,1,11.02395248413086
9403,3,87,113,11,1,12.426978588104248
9403,4,87,113,11,1,17.65007710456848
9404,1,-82,122,42,2,12.429409742355347
9404,2,20,92,-22,0,9.529496192932129
9404,3,51,133,31,3,14.902864694595337
9404,4,65,135,31,2,21.711210250854492
9405,1,-158,166,12,1,16.883562803268433
9405,2,84,116,14,1,11.952488422393799
9405,3,50,150,36,3,16.660667181015015
9405,4,88,112,36,2,19.87893843650818
9406,1,-86,126,39,2,12.83882999420166
9406,2,46,118,21,1,12.116942644119263
9406,3,52,132,33,3,14.534817457199097
9406,4,98,98,33,1,16.029539823532104
9407,1,0,96,-26,0,9.809902667999268
9407,2,52,132,2,1,13.541096687316895
9407,3,48,152,8,2,16.337798833847046
9407,4,87,113,7,1,18.443121910095215
9408,1,-80,112,-42,0,11.428886651992798
9408,2,32,148,39,2,15.158828496932983
9408,3,83,117,4,1,12.819725513458252
9408,4,83,117,4,1,18.640085458755493
9409,1,-35,103,-33,0,10.50888705253601
9409,2,17,155,38,3,15.853512048721313
9409,3,91,109,6,1,11.968492269515991
9409,4,76,124,39,3,20.52940535545349
9410,1,46,114,26,1,11.614639520645142
9410,2,96,104,14,2,10.691943645477295
9410,3,86,114,10,1,12.41022515296936
9410,4,82,118,10,1,17.222071409225464
9411,1,58,142,49,3,14.449037790298462
9411,2,35,165,8,3,16.899988174438477
9411,3,53,147,30,3,16.01632285118103
9411,4,81,119,20,2,18.402640104293823
9412,1,66,134,16,4,13.650087356567383
9412,2,58,142,16,3,14.520119667053223
9412,3,86,114,32,2,12.309777975082397
9412,4,100,100,16,2,14.99832558631897
9413,1,-8,208,6,4,21.11134934425354
9413,2,-28,228,2,4,23.30204701423645
9413,3,-22,222,2,5,24.648056745529175
9413,4,30,170,0,3,27.000808477401733
9414,1,50,150,31,3,15.253050565719604
9414,2,49,119,18,2,12.263919353485107
9414,3,24,176,31,4,19.231887340545654
9414,4,67,133,16,3,22.428133964538574
9415,1,-48,140,17,1,14.25682783126831
9415,2,80,80,-10,0,8.280353784561157
9415,3,110,74,-4,0,8.470439195632935
9415,4,100,76,-6,0,13.629969358444214
9416,1,-129,177,3,2,17.980934858322144
9416,2,-50,178,4,2,18.300101280212402
9416,3,46,154,2,2,17.53939127922058
9416,4,70,130,2,2,27.050432920455933
9417,1,-30,102,-32,0,10.404682159423828
9417,2,90,106,25,1,10.931094884872437
9417,3,78,122,35,2,13.200729370117188
9417,4,70,126,-1,1,18.466700553894043
9418,1,62,138,21,3,14.057832717895508
9418,2,90,110,47,3,11.341230392456055
9418,3,84,108,47,2,12.05233907699585
9418,4,90,110,47,3,18.478742599487305
9419,1,-44,140,45,3,14.25209355354309
9419,2,6,158,-9,2,16.157941818237305
9419,3,50,150,19,4,16.472353219985962
9419,4,90,110,13,1,18.300390005111694
9420,1,7,121,27,1,12.326989889144897
9420,2,51,109,31,1,11.301311492919922
9420,3,71,129,31,2,14.498963356018066
9420,4,61,107,31,1,20.149080276489258
9421,1,46,130,6,1,13.23723030090332
9421,2,48,152,6,2,15.576396226882935
9421,3,78,122,6,1,13.539628982543945
9421,4,76,124,6,2,22.731878519058228
9422,1,51,133,1,1,13.540795803070068
9422,2,35,113,-13,1,11.660383939743042
9422,3,87,113,7,1,12.820393085479736
9422,4,101,99,5,1,17.817276000976562
9423,1,90,110,20,1,11.232447147369385
9423,2,72,128,12,2,13.166259765625
9423,3,88,112,12,1,12.481060266494751
9423,4,100,100,20,1,17.619453191757202
9424,1,-158,154,27,1,15.66014051437378
9424,2,20,92,-22,0,9.563049793243408
9424,3,51,129,6,1,14.542453050613403
9424,4,51,129,6,1,22.809659719467163
9425,1,52,148,3,2,15.071522951126099
9425,2,69,131,44,2,13.490593910217285
9425,3,80,108,-3,2,12.58797311782837
9425,4,102,98,23,1,18.51792001724243
9426,1,76,124,26,2,12.630053997039795
9426,2,56,120,42,2,12.337445735931396
9426,3,32,152,12,2,16.567713737487793
9426,4,58,134,-2,2,20.43782377243042
9427,1,80,120,28,3,12.232038497924805
9427,2,70,130,12,2,13.350165843963623
9427,3,80,120,28,3,13.199130535125732
9427,4,106,94,36,1,15.872466802597046
9428,1,26,134,-10,2,13.64043402671814
9428,2,68,132,28,2,13.535439491271973
9428,3,76,124,4,1,13.789191722869873
9428,4,66,126,-2,2,22.18073081970215
9429,1,-70,110,-40,1,11.22902536392212
9429,2,4,132,14,1,13.567425966262817
9429,3,80,120,4,2,13.580507516860962
9429,4,88,112,2,1,18.86011290550232
9430,1,111,89,27,2,9.095890998840332
9430,2,79,121,3,2,12.429296016693115
9430,3,103,97,17,1,10.679933547973633
9430,4,113,87,33,1,14.301460266113281
9431,1,14,186,2,4,18.899404764175415
9431,2,17,183,43,4,18.75018548965454
9431,3,25,175,39,4,19.400187253952026
9431,4,64,136,46,2,22.38119411468506
9432,1,107,93,40,3,9.50243616104126
9432,2,104,96,7,2,9.881309032440186
9432,3,77,123,12,3,13.170183181762695
9432,4,103,97,10,2,15.357797145843506
9433,1,-99,135,36,1,13.750579357147217
9433,2,36,112,31,1,11.531010150909424
9433,3,54,146,31,3,16.299004793167114
9433,4,58,142,31,3,24.26007580757141
9434,1,74,98,-7,1,9.998085498809814
9434,2,94,94,-3,1,9.685237407684326
9434,3,84,96,-5,1,10.697994232177734
9434,4,94,94,-3,1,15.170915365219116
9435,1,107,93,26,1,9.498644828796387
9435,2,81,119,8,1,12.2311532497406
9435,3,107,93,26,1,10.220125675201416
9435,4,101,99,26,1,16.308552503585815
9436,1,-17,145,18,2,14.760225772857666
9436,2,13,151,12,2,15.511949300765991
9436,3,71,129,4,2,14.549659013748169
9436,4,71,129,34,2,23.26091957092285
9437,1,68,116,30,2,11.832418441772461
9437,2,88,112,16,1,11.50894284248352
9437,3,93,107,27,2,11.824270248413086
9437,4,88,112,16,1,16.831145763397217
9438,1,131,69,1,0,7.0891687870025635
9438,2,140,60,10,0,6.259136915206909
9438,3,133,67,3,0,7.499004364013672
9438,4,133,67,3,0,11.426370620727539
9439,1,48,152,17,3,15.470833539962769
9439,2,14,170,41,3,17.391236305236816
9439,3,72,128,41,3,13.941834211349487
9439,4,72,128,23,3,18.9983971118927
9440,1,51,109,33,2,11.120537519454956
9440,2,99,101,23,1,10.39932918548584
9440,3,89,111,13,1,12.311381578445435
9440,4,99,101,23,1,16.587105989456177
9441,1,81,119,24,3,12.13770604133606
9441,2,95,105,24,1,10.788941144943237
9441,3,99,101,12,2,11.283790111541748
9441,4,97,103,22,1,15.401287317276001
9442,1,71,129,30,3,13.13596224784851
9442,2,78,122,3,2,12.530882596969604
9442,3,115,85,24,1,9.679341554641724
9442,4,115,85,24,1,15.920660972595215
9443,1,-25,129,21,2,13.148972034454346
9443,2,69,131,21,2,13.4682936668396
9443,3,84,116,0,1,12.940481424331665
9443,4,84,116,0,1,18.679315090179443
9444,1,-80,112,-42,0,11.419381141662598
9444,2,37,135,-7,1,13.890151739120483
9444,3,86,114,2,1,12.824938535690308
9444,4,85,115,31,2,19.872249364852905
9445,1,25,119,25,1,12.128827095031738
9445,2,79,121,15,2,12.43141508102417
9445,3,98,102,6,1,11.159043550491333
9445,4,96,104,0,1,15.539090394973755
9446,1,20,120,25,1,12.253859043121338
9446,2,46,154,15,2,15.805190324783325
9446,3,74,126,15,2,14.121174812316895
9446,4,30,126,15,1,21.376476287841797
9447,1,47,153,32,5,15.54869031906128
9447,2,63,137,4,3,14.038097143173218
9447,3,69,131,32,3,14.390803575515747
9447,4,79,121,32,2,19.151495218276978
9448,1,41,131,6,1,13.344260454177856
9448,2,46,154,5,2,15.769644260406494
9448,3,83,117,6,1,12.907077312469482
9448,4,86,114,1,1,17.621045351028442
9449,1,55,117,-7,2,11.928641319274902
9449,2,91,109,13,1,11.212177276611328
9449,3,93,107,5,1,11.926629304885864
9449,4,117,83,39,1,14.971384048461914
9450,1,50,86,-16,0,8.798920392990112
9450,2,102,98,11,1,10.08003544807434
9450,3,110,90,11,1,9.898583173751831
9450,4,96,104,7,1,15.097662448883057
9451,1,38,162,19,2,16.462104558944702
9451,2,-40,152,-5,1,15.619458198547363
9451,3,46,146,37,2,15.926305770874023
9451,4,54,146,9,2,23.079017162322998
9452,1,80,80,-10,0,8.209917068481445
9452,2,6,150,31,2,15.38485050201416
9452,3,38,162,27,3,17.459171772003174
9452,4,104,96,23,1,15.628788948059082
9453,1,-65,109,-39,0,11.125005006790161
9453,2,83,117,6,1,12.053150653839111
9453,3,49,143,-2,2,15.538461446762085
9453,4,67,133,22,2,19.549454927444458
9454,1,56,104,-10,1,10.6025972366333
9454,2,134,66,4,0,6.888464689254761
